opportunity_id,sales_agent,manager,regional_office,product,series,sales_price,account,sector,year_established,account_revenue,employees,office_location,deal_stage,engage_date,close_date,sales_cycle_days,close_value,won_flag
BDEP8ZEH,"Kary Hendrixson","Summer Sewald",West,"GTX Plus Basic",GTX,1096,Sonron,telecommunications,1999,1699.85,5108,"United States",Lost,2017-09-08,2017-12-21,104,0,0
M765WQ4W,"Corliss Cosme","Cara Losch",East,"GTX Pro",GTX,4821,Konex,technolgy,1980,7708.38,13756,"United States",Won,2017-09-09,2017-09-13,4,5067,1
DXY9EZ55,"Vicki Laflamme","Celia Rouche",West,"GTX Basic",GTX,550,Hottechi,technolgy,1997,8170.38,16499,Korea,Won,2017-09-09,2017-12-12,94,456,1
6DJ817MW,"James Ascencio","Summer Sewald",West,"GTX Basic",GTX,550,Singletechno,retail,1996,2214.94,5374,"United States",Won,2017-09-10,2017-11-16,67,468,1
3KLVZN6M,"Kary Hendrixson","Summer Sewald",West,"GTX Basic",GTX,550,Cheers,entertainment,1993,4269.9,6472,"United States",Won,2017-09-10,2017-12-05,86,538,1
NR9UD54C,"Versie Hillebrand","Dustin Brinkmann",Central,"MG Special",MG,55,Warephase,services,1997,2041.73,5276,"United States",Won,2017-09-10,2017-11-27,78,50,1
8YOOE8I5,"Violet Mclelland","Cara Losch",East,"GTX Basic",GTX,550,"Umbrella Corporation",finance,1998,2022.14,5113,"United States",Lost,2017-09-10,2017-11-24,75,0,0
YND6FAFG,"Corliss Cosme","Cara Losch",East,"MG Special",MG,55,Kan-code,software,1982,11698.03,34288,"United States",Lost,2017-09-12,2017-12-01,80,0,0
F0KWRLK1,"Vicki Laflamme","Celia Rouche",West,"GTX Pro",GTX,4821,Konex,technolgy,1980,7708.38,13756,"United States",Won,2017-09-14,2017-11-15,62,5348,1
XMRZQ8PR,"Zane Levy","Summer Sewald",West,"GTX Pro",GTX,4821,Scotfind,software,1996,6354.87,16780,"United States",Won,2017-09-14,2017-09-25,11,4050,1
KA6SVT1C,"Darcel Schlecht","Melvin Marxen",Central,"MG Advanced",MG,3393,Toughzap,retail,1995,332.43,799,"United States",Lost,2017-09-15,2017-11-16,62,0,0
ZIEI8JM3,"Anna Snelling","Dustin Brinkmann",Central,"MG Special",MG,55,Ron-tech,medical,1992,3922.42,6837,"United States",Won,2017-09-16,2017-12-07,82,65,1
ENDKZ399,"Corliss Cosme","Cara Losch",East,"GTX Plus Pro",GTX,5482,Kan-code,software,1982,11698.03,34288,"United States",Won,2017-09-16,2017-09-24,8,5820,1
FB7OTAMV,"Jonathan Berthelot","Melvin Marxen",Central,"GTX Pro",GTX,4821,Warephase,services,1997,2041.73,5276,"United States",Lost,2017-09-16,2017-12-22,97,0,0
XH69FGJJ,"Niesha Huffines","Melvin Marxen",Central,"GTX Basic",GTX,550,Treequote,telecommunications,1988,5266.09,8595,"United States",Won,2017-09-16,2017-11-19,64,637,1
Q3K6K5V9,"Vicki Laflamme","Celia Rouche",West,"MG Special",MG,55,Zoomit,entertainment,1992,324.19,978,"United States",Won,2017-09-16,2017-12-26,101,52,1
41HHBQRT,"Cassey Cress","Rocco Neubert",East,"GTX Basic",GTX,550,Xx-zobam,entertainment,1989,3838.39,8274,"United States",Lost,2017-09-17,2017-12-13,87,0,0
GXPA5D3A,"Darcel Schlecht","Melvin Marxen",Central,"GTX Pro",GTX,4821,Domzoom,entertainment,1998,217.87,551,"United States",Won,2017-09-19,2017-09-29,10,5450,1
SBTVPORC,"Corliss Cosme","Cara Losch",East,"GTX Pro",GTX,4821,"Gekko & Co",retail,1990,2520.83,3502,"United States",Won,2017-09-20,2017-09-29,9,5037,1
XZKZYO55,"Daniell Hammack","Rocco Neubert",East,"GTX Pro",GTX,4821,Kan-code,software,1982,11698.03,34288,"United States",Won,2017-09-20,2017-12-16,87,4865,1
QHP95ULI,"Corliss Cosme","Cara Losch",East,"GTX Pro",GTX,4821,Kan-code,software,1982,11698.03,34288,"United States",Lost,2017-09-21,2017-09-25,4,0,0
NOLWR5EX,"Kami Bicknell","Summer Sewald",West,"GTX Plus Basic",GTX,1096,Sunnamplex,marketing,2008,894.37,1593,Poland,Lost,2017-09-21,2017-10-02,11,0,0
BUHR2X8U,"Kary Hendrixson","Summer Sewald",West,"GTX Basic",GTX,550,Green-Plus,services,2003,692.19,1922,"United States",Won,2017-09-21,2017-12-30,100,613,1
WYS1XI44,"Marty Freudenburg","Melvin Marxen",Central,"MG Special",MG,55,Warephase,services,1997,2041.73,5276,"United States",Won,2017-09-21,2017-09-27,6,68,1
Q46QSEGT,"Darcel Schlecht","Melvin Marxen",Central,"GTX Pro",GTX,4821,Gogozoom,telecommunications,2007,86.68,187,"United States",Lost,2017-09-22,2017-10-03,11,0,0
2751GWVC,"Vicki Laflamme","Celia Rouche",West,"GTX Basic",GTX,550,Hottechi,technolgy,1997,8170.38,16499,Korea,Won,2017-09-22,2017-11-18,57,651,1
TEF07JM6,"Markita Hansen","Celia Rouche",West,"GTX Basic",GTX,550,Xx-holding,finance,1993,7537.24,20293,"United States",Lost,2017-09-23,2017-10-02,9,0,0
5BRWXIU3,"Anna Snelling","Dustin Brinkmann",Central,"MG Special",MG,55,Codehow,software,1998,2714.9,2641,"United States",Lost,2017-09-24,2017-11-27,64,0,0
4YXXI2OI,"Anna Snelling","Dustin Brinkmann",Central,"MG Special",MG,55,Codehow,software,1998,2714.9,2641,"United States",Won,2017-09-25,2017-12-18,84,53,1
RAUWH0GP,"Kami Bicknell","Summer Sewald",West,"GTX Plus Pro",GTX,5482,Labdrill,medical,1985,2741.37,9226,"United States",Won,2017-09-25,2017-11-27,63,6105,1
0XBMBVFP,"Zane Levy","Summer Sewald",West,"MG Advanced",MG,3393,Groovestreet,retail,2003,223.8,299,"United States",Won,2017-09-25,2017-10-04,9,3438,1
SH0BSL0Z,"Moses Frase","Dustin Brinkmann",Central,"GTX Basic",GTX,550,Scottech,marketing,2012,45.39,100,"United States",Won,2017-09-26,2017-12-24,89,619,1
AS3IYIRO,"Anna Snelling","Dustin Brinkmann",Central,"GTX Basic",GTX,550,Hottechi,technolgy,1997,8170.38,16499,Korea,Won,2017-09-27,2017-12-26,90,543,1
FTUJY4FP,"Cassey Cress","Rocco Neubert",East,"GTX Plus Basic",GTX,1096,Condax,medical,2017,4.54,9,"United States",Lost,2017-09-28,2017-10-07,9,0,0
K25Z2KKH,"Darcel Schlecht","Melvin Marxen",Central,"GTX Plus Basic",GTX,1096,Streethex,retail,1988,1376.8,1165,Belgium,Lost,2017-09-29,2017-10-05,6,0,0
X1QNN2DG,"James Ascencio","Summer Sewald",West,"GTX Basic",GTX,550,Rantouch,telecommunications,1994,1188.42,3015,"United States",Lost,2017-09-29,2017-10-08,9,0,0
P7X2J5DO,"Markita Hansen","Celia Rouche",West,"GTX Plus Pro",GTX,5482,Singletechno,retail,1996,2214.94,5374,"United States",Lost,2017-09-29,2017-10-06,7,0,0
I6RH33SU,"Marty Freudenburg","Melvin Marxen",Central,"MG Advanced",MG,3393,Toughzap,retail,1995,332.43,799,"United States",Won,2017-09-29,2017-10-05,6,3957,1
STCU1IXE,"Niesha Huffines","Melvin Marxen",Central,"GTX Basic",GTX,550,Treequote,telecommunications,1988,5266.09,8595,"United States",Won,2017-09-29,2017-12-30,92,523,1
T4SSD24J,"Boris Faz","Rocco Neubert",East,"GTX Basic",GTX,550,Silis,medical,1994,2818.38,6290,"United States",Won,2017-09-30,2017-12-05,66,541,1
ZDB6D35R,"Cassey Cress","Rocco Neubert",East,"GTX Plus Pro",GTX,5482,Ontomedia,employment,1997,882.12,2769,"United States",Won,2017-09-30,2017-12-19,80,5026,1
CXY4CXX1,"Gladys Colclough","Melvin Marxen",Central,"MG Special",MG,55,Condax,medical,2017,4.54,9,"United States",Lost,2017-09-30,2017-10-07,7,0,0
8EPT4HEV,"Corliss Cosme","Cara Losch",East,"GTX Plus Pro",GTX,5482,Konex,technolgy,1980,7708.38,13756,"United States",Lost,2017-10-01,2017-10-07,6,0,0
I4OJHXIN,"Hayden Neloms","Celia Rouche",West,"MG Advanced",MG,3393,Cheers,entertainment,1993,4269.9,6472,"United States",Won,2017-10-01,2017-10-05,4,3169,1
GLG1IOHT,"Rosalina Dieter","Celia Rouche",West,"MG Special",MG,55,J-Texon,retail,1989,1388.67,3583,"United States",Won,2017-10-01,2017-10-08,7,51,1
K4GL9NDX,"Jonathan Berthelot","Melvin Marxen",Central,"GTX Plus Basic",GTX,1096,dambase,marketing,1995,2173.98,2928,"United States",Lost,2017-10-02,2017-12-17,76,0,0
VSN0PA06,"Kami Bicknell","Summer Sewald",West,"GTX Plus Basic",GTX,1096,Sunnamplex,marketing,2008,894.37,1593,Poland,Won,2017-10-02,2017-10-03,1,1048,1
L6WEVHEN,"Anna Snelling","Dustin Brinkmann",Central,"MG Special",MG,55,Gogozoom,telecommunications,2007,86.68,187,"United States",Won,2017-10-04,2017-12-16,73,59,1
93OFIHMF,"James Ascencio","Summer Sewald",West,"GTX Plus Pro",GTX,5482,Fasehatice,retail,1990,4968.91,7523,"United States",Won,2017-10-04,2017-12-05,62,4527,1
KDY5FEUO,"Vicki Laflamme","Celia Rouche",West,"GTX Basic",GTX,550,Y-corporation,employment,1983,2871.35,9561,"United States",Won,2017-10-04,2017-12-20,77,496,1
I5JTM3EK,"Vicki Laflamme","Celia Rouche",West,"MG Special",MG,55,Zoomit,entertainment,1992,324.19,978,"United States",Lost,2017-10-05,2017-10-08,3,0,0
VOEOU1U6,"Zane Levy","Summer Sewald",West,"MG Special",MG,55,Xx-holding,finance,1993,7537.24,20293,"United States",Lost,2017-10-05,2017-10-07,2,0,0
52IHI8JD,"Anna Snelling","Dustin Brinkmann",Central,"MG Special",MG,55,Funholding,finance,1991,2819.5,7227,"United States",Lost,2017-10-06,2017-11-24,49,0,0
KL8PCQXC,"Markita Hansen","Celia Rouche",West,"GTX Pro",GTX,4821,Hatfan,services,1982,792.46,1299,"United States",Lost,2017-10-06,2017-10-15,9,0,0
ZJ11PBUV,"Jonathan Berthelot","Melvin Marxen",Central,"GTX Pro",GTX,4821,Zumgoity,medical,1984,441.08,1210,"United States",Won,2017-10-07,2017-10-09,2,5212,1
60QEB2FZ,"Kary Hendrixson","Summer Sewald",West,"GTX Plus Pro",GTX,5482,Fasehatice,retail,1990,4968.91,7523,"United States",Won,2017-10-08,2017-10-16,8,4989,1
JV0KXH4X,"Boris Faz","Rocco Neubert",East,"GTX Plus Pro",GTX,5482,Donquadtech,technolgy,1992,1712.68,3194,"United States",Won,2017-10-09,2017-12-30,82,6406,1
RL26ZS8F,"Gladys Colclough","Melvin Marxen",Central,"GTX Basic",GTX,550,Konmatfix,marketing,1985,375.43,1190,"United States",Lost,2017-10-09,2017-11-27,49,0,0
8F7VHV02,"Kami Bicknell","Summer Sewald",West,"GTX Basic",GTX,550,Finjob,employment,1988,2059.9,3644,"United States",Won,2017-10-09,2017-12-22,74,446,1
4X8WU71C,"Zane Levy","Summer Sewald",West,"MG Advanced",MG,3393,Condax,medical,2017,4.54,9,"United States",Lost,2017-10-09,2017-10-11,2,0,0
MQVOQZL7,"Anna Snelling","Dustin Brinkmann",Central,"MG Special",MG,55,Codehow,software,1998,2714.9,2641,"United States",Lost,2017-10-10,2017-10-19,9,0,0
4VZ0JIVZ,"Anna Snelling","Dustin Brinkmann",Central,"MG Advanced",MG,3393,Scottech,marketing,2012,45.39,100,"United States",Won,2017-10-11,2017-10-16,5,3434,1
X4LSK4OE,"Darcel Schlecht","Melvin Marxen",Central,"GTX Plus Pro",GTX,5482,Treequote,telecommunications,1988,5266.09,8595,"United States",Won,2017-10-11,2017-11-03,23,6182,1
47QKNXLO,"Rosie Papadopoulos","Cara Losch",East,"GTX Basic",GTX,550,Yearin,retail,2005,2261.05,3851,"United States",Won,2017-10-11,2017-12-10,60,472,1
GVLIYD9A,"Vicki Laflamme","Celia Rouche",West,"GTX Basic",GTX,550,Y-corporation,employment,1983,2871.35,9561,"United States",Won,2017-10-11,2017-12-11,61,430,1
H54N095V,"Darcel Schlecht","Melvin Marxen",Central,"GTX Pro",GTX,4821,Gogozoom,telecommunications,2007,86.68,187,"United States",Won,2017-10-13,2017-10-24,11,4767,1
8U3LICIW,"Vicki Laflamme","Celia Rouche",West,"GTX Basic",GTX,550,Hottechi,technolgy,1997,8170.38,16499,Korea,Won,2017-10-13,2017-12-10,58,563,1
JF0F2J5W,"Garret Kinder","Cara Losch",East,"GTX Plus Basic",GTX,1096,Donquadtech,technolgy,1992,1712.68,3194,"United States",Lost,2017-10-14,2017-10-15,1,0,0
8JORJ1SS,"Lajuana Vencill","Dustin Brinkmann",Central,"GTX Basic",GTX,550,Conecom,technolgy,2005,1520.66,1806,"United States",Lost,2017-10-14,2017-10-20,6,0,0
9GSBUJMH,"Anna Snelling","Dustin Brinkmann",Central,"MG Special",MG,55,Isdom,medical,2002,3178.24,4540,"United States",Lost,2017-10-15,2017-10-24,9,0,0
AHOYDL01,"Zane Levy","Summer Sewald",West,"GTX Plus Pro",GTX,5482,Dalttechnology,software,2013,98.79,96,"United States",Won,2017-10-15,2017-10-23,8,6637,1
JLB353E4,"Hayden Neloms","Celia Rouche",West,"MG Advanced",MG,3393,Cheers,entertainment,1993,4269.9,6472,"United States",Won,2017-10-16,2017-10-20,4,3744,1
MJRDXH1B,"Marty Freudenburg","Melvin Marxen",Central,"GTX Plus Basic",GTX,1096,Hottechi,technolgy,1997,8170.38,16499,Korea,Lost,2017-10-16,2017-10-21,5,0,0
0W8VWJDS,"Vicki Laflamme","Celia Rouche",West,"MG Special",MG,55,Lexiqvolax,medical,2004,1618.89,3889,"United States",Won,2017-10-16,2017-10-18,2,56,1
KDNNV952,"Markita Hansen","Celia Rouche",West,"MG Special",MG,55,Nam-zim,services,1987,405.59,1179,Brazil,Lost,2017-10-17,2017-10-26,9,0,0
4XPRCRX0,"Niesha Huffines","Melvin Marxen",Central,"GTX Basic",GTX,550,Treequote,telecommunications,1988,5266.09,8595,"United States",Lost,2017-10-18,2017-10-29,11,0,0
W7GVI03S,"Rosalina Dieter","Celia Rouche",West,"MG Special",MG,55,Plusstrip,entertainment,2002,349.81,315,"United States",Lost,2017-10-18,2017-12-02,45,0,0
WPSHVGDZ,"Vicki Laflamme","Celia Rouche",West,"MG Advanced",MG,3393,Hottechi,technolgy,1997,8170.38,16499,Korea,Lost,2017-10-18,2017-10-24,6,0,0
RSBEC5KF,"James Ascencio","Summer Sewald",West,"GTX Pro",GTX,4821,Fasehatice,retail,1990,4968.91,7523,"United States",Won,2017-10-19,2017-10-20,1,4389,1
O3S3SF3W,"Vicki Laflamme","Celia Rouche",West,"GTX Pro",GTX,4821,Rantouch,telecommunications,1994,1188.42,3015,"United States",Lost,2017-10-19,2017-10-21,2,0,0
RELG4CYQ,"Anna Snelling","Dustin Brinkmann",Central,"MG Special",MG,55,Gogozoom,telecommunications,2007,86.68,187,"United States",Won,2017-10-20,2017-10-30,10,54,1
6D7N5SQ7,"Vicki Laflamme","Celia Rouche",West,"MG Special",MG,55,Lexiqvolax,medical,2004,1618.89,3889,"United States",Lost,2017-10-20,2017-10-28,8,0,0
CO7T7H41,"Anna Snelling","Dustin Brinkmann",Central,"MG Special",MG,55,Ron-tech,medical,1992,3922.42,6837,"United States",Lost,2017-10-21,2017-10-27,6,0,0
FVCN0HQ9,"Kary Hendrixson","Summer Sewald",West,"GTX Basic",GTX,550,Cheers,entertainment,1993,4269.9,6472,"United States",Lost,2017-10-21,2017-10-23,2,0,0
IQAP70OD,"Darcel Schlecht","Melvin Marxen",Central,"GTX Plus Basic",GTX,1096,Streethex,retail,1988,1376.8,1165,Belgium,Won,2017-10-23,2017-10-29,6,965,1
JL358E5T,"Donn Cantrell","Rocco Neubert",East,"GTX Basic",GTX,550,Silis,medical,1994,2818.38,6290,"United States",Won,2017-10-23,2017-12-12,50,511,1
DHUG18WU,"Elease Gluck","Celia Rouche",West,"GTX Plus Pro",GTX,5482,Sonron,telecommunications,1999,1699.85,5108,"United States",Lost,2017-10-23,2017-10-30,7,0,0
DMYP7REE,"Marty Freudenburg","Melvin Marxen",Central,"GTX Plus Basic",GTX,1096,Funholding,finance,1991,2819.5,7227,"United States",Lost,2017-10-23,2017-11-19,27,0,0
6445PW4Z,"Vicki Laflamme","Celia Rouche",West,"GTX Pro",GTX,4821,Rantouch,telecommunications,1994,1188.42,3015,"United States",Lost,2017-10-23,2017-10-24,1,0,0
M7V7UJHZ,"Marty Freudenburg","Melvin Marxen",Central,"MG Advanced",MG,3393,"Genco Pura Olive Oil Company",retail,2007,894.33,1635,Italy,Lost,2017-10-24,2017-12-29,66,0,0
DSY9VD0O,"Vicki Laflamme","Celia Rouche",West,"GTX Basic",GTX,550,Cheers,entertainment,1993,4269.9,6472,"United States",Won,2017-10-24,2017-10-26,2,535,1
GXQJVJQT,"Corliss Cosme","Cara Losch",East,"GTX Basic",GTX,550,Mathtouch,marketing,1984,3027.46,9516,Jordan,Won,2017-10-27,2017-10-29,2,601,1
YM5F751C,"Versie Hillebrand","Dustin Brinkmann",Central,"MG Special",MG,55,Statholdings,employment,1997,291.27,586,"United States",Won,2017-10-27,2017-10-28,1,50,1
6BRNE2DV,"Versie Hillebrand","Dustin Brinkmann",Central,"MG Special",MG,55,Statholdings,employment,1997,291.27,586,"United States",Lost,2017-10-28,2017-10-29,1,0,0
J5I6Y4RN,"Anna Snelling","Dustin Brinkmann",Central,"MG Special",MG,55,Isdom,medical,2002,3178.24,4540,"United States",Lost,2017-10-31,2017-11-10,10,0,0
FAS4V07H,"Cassey Cress","Rocco Neubert",East,"MG Advanced",MG,3393,Konex,technolgy,1980,7708.38,13756,"United States",Won,2017-10-31,2017-12-10,40,2695,1
5HHFR0VZ,"Markita Hansen","Celia Rouche",West,"GTX Pro",GTX,4821,Xx-holding,finance,1993,7537.24,20293,"United States",Won,2017-11-02,2017-11-29,27,4521,1
9BMWYLQV,"Zane Levy","Summer Sewald",West,"MG Special",MG,55,Scotfind,software,1996,6354.87,16780,"United States",Won,2017-11-05,2017-11-17,12,62,1
MMIYELAE,"Gladys Colclough","Melvin Marxen",Central,"GTX Plus Basic",GTX,1096,"Genco Pura Olive Oil Company",retail,2007,894.33,1635,Italy,Won,2017-11-08,2017-11-19,11,1071,1
BFB6C54U,"Kary Hendrixson","Summer Sewald",West,"GTX Pro",GTX,4821,Condax,medical,2017,4.54,9,"United States",Won,2017-11-10,2017-12-01,21,4673,1
LWVZKYI0,"Versie Hillebrand","Dustin Brinkmann",Central,"MG Special",MG,55,Gogozoom,telecommunications,2007,86.68,187,"United States",Won,2017-11-12,2017-12-01,19,61,1
1W2EEX4L,"Vicki Laflamme","Celia Rouche",West,"MG Special",MG,55,Faxquote,telecommunications,1995,1825.82,5595,"United States",Lost,2017-11-12,2017-12-24,42,0,0
H6Q0LXVH,"Gladys Colclough","Melvin Marxen",Central,"GTX Plus Basic",GTX,1096,Konmatfix,marketing,1985,375.43,1190,"United States",Lost,2017-11-14,2017-11-20,6,0,0
VM6SAQYT,"Violet Mclelland","Cara Losch",East,"MG Special",MG,55,Donquadtech,technolgy,1992,1712.68,3194,"United States",Won,2017-11-17,2017-11-26,9,65,1
IG9RPWOZ,"Moses Frase","Dustin Brinkmann",Central,"GTX Plus Pro",GTX,5482,Stanredtax,finance,1987,1698.2,3798,"United States",Won,2017-11-20,2017-12-09,19,5756,1
3RJPZ634,"Corliss Cosme","Cara Losch",East,"GTX Pro",GTX,4821,Konex,technolgy,1980,7708.38,13756,"United States",Won,2017-11-22,2017-12-06,14,4492,1
62JLAD45,"Niesha Huffines","Melvin Marxen",Central,"MG Special",MG,55,Toughzap,retail,1995,332.43,799,"United States",Lost,2017-11-23,2017-11-28,5,0,0
EV0V1ZZA,"Vicki Laflamme","Celia Rouche",West,"MG Advanced",MG,3393,Hatfan,services,1982,792.46,1299,"United States",Lost,2017-11-28,2017-12-02,4,0,0
XF54BYUH,"Moses Frase","Dustin Brinkmann",Central,"GTX Plus Pro",GTX,5482,"Genco Pura Olive Oil Company",retail,2007,894.33,1635,Italy,Won,2017-12-01,2017-12-09,8,5619,1
8A1EB728,"Rosalina Dieter","Celia Rouche",West,"MG Special",MG,55,J-Texon,retail,1989,1388.67,3583,"United States",Won,2017-12-07,2017-12-16,9,54,1
E66UG7VC,"Maureen Marcano","Summer Sewald",West,"MG Special",MG,55,Y-corporation,employment,1983,2871.35,9561,"United States",Won,2017-12-10,2017-12-25,15,55,1
1RIO9PCD,"Vicki Laflamme","Celia Rouche",West,"GTX Basic",GTX,550,Hottechi,technolgy,1997,8170.38,16499,Korea,Won,2017-12-11,2017-12-29,18,494,1
60JGDDRO,"Darcel Schlecht","Melvin Marxen",Central,"GTX Pro",GTX,4821,Domzoom,entertainment,1998,217.87,551,"United States",Won,2017-12-14,2017-12-19,5,5052,1
R4BO7K5M,"Kary Hendrixson","Summer Sewald",West,"GTX Basic",GTX,550,Cheers,entertainment,1993,4269.9,6472,"United States",Lost,2017-12-14,2017-12-29,15,0,0
M4MAVN65,"Vicki Laflamme","Celia Rouche",West,"MG Special",MG,55,Doncon,technolgy,2010,587.72,1501,"United States",Lost,2017-12-14,2017-12-22,8,0,0
ZFXYBJEY,"Wilburn Farren","Cara Losch",East,"MG Advanced",MG,3393,Zotware,software,1979,4478.47,13809,"United States",Won,2017-12-18,2017-12-24,6,3155,1
3MXS2HRE,"Cassey Cress","Rocco Neubert",East,"GTX Basic",GTX,550,Ganjaflex,retail,1995,5158.71,17479,Japan,Won,2017-12-23,2017-12-31,8,576,1
1YBATFAY,"James Ascencio","Summer Sewald",West,"GTX Basic",GTX,550,Singletechno,retail,1996,2214.94,5374,"United States",Won,2017-12-24,2017-12-26,2,538,1
2EBLR9N8,"Lajuana Vencill","Dustin Brinkmann",Central,"GTX Basic",GTX,550,Conecom,technolgy,2005,1520.66,1806,"United States",Won,2017-12-24,2017-12-26,2,622,1
S8DX3XOU,"James Ascencio","Summer Sewald",West,"GTX Plus Pro",GTX,5482,Sunnamplex,marketing,2008,894.37,1593,Poland,Won,2016-11-04,2017-03-10,126,5169,1
KU28360J,"Kary Hendrixson","Summer Sewald",West,"GTX Basic",GTX,550,Fasehatice,retail,1990,4968.91,7523,"United States",Won,2016-11-12,2017-03-19,127,578,1
JXLERZ9O,"Kary Hendrixson","Summer Sewald",West,"GTX Basic",GTX,550,Golddex,finance,2008,52.5,165,"United States",Won,2016-11-16,2017-03-31,135,559,1
LPKT07PV,"Boris Faz","Rocco Neubert",East,"GTX Pro",GTX,4821,Opentech,finance,1994,355.23,853,"United States",Won,2016-11-20,2017-03-23,123,4704,1
2HFLKREC,"Cassey Cress","Rocco Neubert",East,"MG Advanced",MG,3393,Zotware,software,1979,4478.47,13809,"United States",Won,2016-11-30,2017-03-15,105,3665,1
4NGBUZWJ,"Lajuana Vencill","Dustin Brinkmann",Central,"GTX Basic",GTX,550,Codehow,software,1998,2714.9,2641,"United States",Won,2016-12-06,2017-03-12,96,609,1
9R8JWY3J,"Donn Cantrell","Rocco Neubert",East,"GTX Pro",GTX,4821,"Vehement Capital Partners",finance,1993,646.1,883,"United States",Won,2016-12-09,2017-03-03,84,4998,1
5I4K5TQE,"Cassey Cress","Rocco Neubert",East,"GTX Plus Pro",GTX,5482,Sumace,retail,2000,167.89,493,Romania,Lost,2016-12-12,2017-03-09,87,0,0
CBAV8ZJL,"Lajuana Vencill","Dustin Brinkmann",Central,"GTX Basic",GTX,550,Codehow,software,1998,2714.9,2641,"United States",Won,2016-12-14,2017-03-22,98,547,1
Q3WLHRE9,"Darcel Schlecht","Melvin Marxen",Central,"GTX Basic",GTX,550,Statholdings,employment,1997,291.27,586,"United States",Won,2016-12-17,2017-03-04,77,463,1
I3V3GUAI,"Lajuana Vencill","Dustin Brinkmann",Central,"GTX Basic",GTX,550,Zumgoity,medical,1984,441.08,1210,"United States",Won,2016-12-17,2017-03-02,75,559,1
GD2OCW12,"Darcel Schlecht","Melvin Marxen",Central,"GTX Basic",GTX,550,Finhigh,finance,2006,1102.43,1759,"United States",Won,2016-12-18,2017-03-14,86,514,1
R8PEL8V8,"Cecily Lampkin","Dustin Brinkmann",Central,"MG Advanced",MG,3393,Isdom,medical,2002,3178.24,4540,"United States",Won,2016-12-24,2017-03-16,82,2955,1
OWM3BPGW,"Hayden Neloms","Celia Rouche",West,"GTX Plus Basic",GTX,1096,Green-Plus,services,2003,692.19,1922,"United States",Won,2016-12-25,2017-03-17,82,926,1
1B4L7TNG,"Markita Hansen","Celia Rouche",West,"MG Advanced",MG,3393,Sonron,telecommunications,1999,1699.85,5108,"United States",Lost,2016-12-27,2017-03-25,88,0,0
FZDRB789,"Zane Levy","Summer Sewald",West,"GTX Pro",GTX,4821,Goodsilron,marketing,2000,2952.73,5107,"United States",Won,2017-01-01,2017-03-18,76,4586,1
IF7MJ88P,"Kary Hendrixson","Summer Sewald",West,"GTX Basic",GTX,550,Goodsilron,marketing,2000,2952.73,5107,"United States",Won,2017-01-02,2017-03-01,58,550,1
P5EGQ0HI,"Lajuana Vencill","Dustin Brinkmann",Central,"GTX Basic",GTX,550,Zumgoity,medical,1984,441.08,1210,"United States",Lost,2017-01-06,2017-03-20,73,0,0
8O3IYWSM,"Jonathan Berthelot","Melvin Marxen",Central,"GTX Basic",GTX,550,"Globex Corporation",technolgy,2000,1223.72,2497,Norway,Won,2017-01-12,2017-05-17,125,513,1
K1RXVUG9,"Kary Hendrixson","Summer Sewald",West,"GTX Basic",GTX,550,Nam-zim,services,1987,405.59,1179,Brazil,Won,2017-01-13,2017-03-14,60,619,1
YAR5GGA4,"Markita Hansen","Celia Rouche",West,"GTX Plus Pro",GTX,5482,Cheers,entertainment,1993,4269.9,6472,"United States",Won,2017-01-17,2017-03-29,71,5120,1
904203D6,"Moses Frase","Dustin Brinkmann",Central,"MG Special",MG,55,Dontechi,software,1982,4618,10083,"United States",Won,2017-01-18,2017-03-29,70,59,1
AC5YXLIR,"Kary Hendrixson","Summer Sewald",West,"MG Special",MG,55,Faxquote,telecommunications,1995,1825.82,5595,"United States",Won,2017-01-19,2017-03-30,70,60,1
IMTPZV7J,"Moses Frase","Dustin Brinkmann",Central,"MG Advanced",MG,3393,Gogozoom,telecommunications,2007,86.68,187,"United States",Won,2017-01-19,2017-05-01,102,3363,1
UO4KXDBC,"Rosalina Dieter","Celia Rouche",West,"MG Special",MG,55,Rantouch,telecommunications,1994,1188.42,3015,"United States",Lost,2017-01-23,2017-05-23,120,0,0
36PTGLTW,"Maureen Marcano","Summer Sewald",West,"MG Advanced",MG,3393,Xx-holding,finance,1993,7537.24,20293,"United States",Won,2017-01-26,2017-03-24,57,3106,1
2YOW2BI0,"Corliss Cosme","Cara Losch",East,"GTX Plus Pro",GTX,5482,Xx-zobam,entertainment,1989,3838.39,8274,"United States",Won,2017-01-27,2017-05-22,115,5051,1
O11S2R63,"Boris Faz","Rocco Neubert",East,"GTX Plus Basic",GTX,1096,Konex,technolgy,1980,7708.38,13756,"United States",Won,2017-02-03,2017-06-03,120,1121,1
ZL6TJDPG,"Jonathan Berthelot","Melvin Marxen",Central,"GTX Basic",GTX,550,"Globex Corporation",technolgy,2000,1223.72,2497,Norway,Lost,2017-02-03,2017-05-16,102,0,0
AOOD3MWW,"Gladys Colclough","Melvin Marxen",Central,"GTX Plus Basic",GTX,1096,Rundofase,technolgy,1983,1008.06,1238,"United States",Lost,2017-02-04,2017-05-26,111,0,0
GQCRMEIL,"Zane Levy","Summer Sewald",West,"GTX Plus Basic",GTX,1096,Konex,technolgy,1980,7708.38,13756,"United States",Won,2017-02-04,2017-06-02,118,1068,1
